pair_id,galaxy_name,galaxy_rank,obsid_1,obsid_2,obs_id_1,obs_id_2,obs_collection_1,obs_collection_2,filter_1,filter_2,instrument_1,instrument_2,baseline_days,compatibility,compatibility_score,pair_score,public_both,pixel_priority
NGC 6744::hst_13364_0e_wfc3_uvis_f336w_icdm0e::hst_15654_41_wfc3_uvis_f336w_idxr41,NGC 6744,93,26606971,26690295,hst_13364_0e_wfc3_uvis_f336w_icdm0e,hst_15654_41_wfc3_uvis_f336w_idxr41,HST,HST,F336W,F336W,WFC3/UVIS,WFC3/UVIS,1735.8020050900013,exact,1.0,1.4000000000000001,True,2.2619875155913824
NGC 6744::hst_13364_0e_wfc3_uvis_f438w_icdm0e::hst_15654_41_wfc3_uvis_f438w_idxr41,NGC 6744,93,26606959,26690297,hst_13364_0e_wfc3_uvis_f438w_icdm0e,hst_15654_41_wfc3_uvis_f438w_idxr41,HST,HST,F438W,F438W,WFC3/UVIS,WFC3/UVIS,1735.778093599998,exact,1.0,1.4000000000000001,True,2.2619872166310055
NGC 1365::hst_skycell-p0570x07y02_acs_wfc_f814w_all::hst_15645_41_acs_wfc_f814w_jdxk41,NGC 1365,2,87526794,26493146,hst_skycell-p0570x07y02_acs_wfc_f814w_all,hst_15645_41_acs_wfc_f814w_jdxk41,HST,HST,F814W,F814W,ACS/WFC,ACS/WFC,1658.6571098599961,exact,1.0,1.4000000000000001,True,2.261000918538213
NGC 5861::hst_15145_74_wfc3_ir_f160w_idgg74::hst_16250_14_wfc3_ir_f160w_iebs14,NGC 5861,120,26667217,71739676,hst_15145_74_wfc3_ir_f160w_idgg74,hst_16250_14_wfc3_ir_f160w_iebs14,HST,HST,F160W,F160W,WFC3/IR,WFC3/IR,1494.5039734999955,exact,1.0,1.4000000000000001,True,2.2587393785636807
NGC 5861::hst_15145_78_wfc3_ir_f160w_idgg78::hst_16250_14_wfc3_ir_f160w_iebs14,NGC 5861,120,26692278,71739676,hst_15145_78_wfc3_ir_f160w_idgg78,hst_16250_14_wfc3_ir_f160w_iebs14,HST,HST,F160W,F160W,WFC3/IR,WFC3/IR,1456.6248059200007,exact,1.0,1.4000000000000001,True,2.258182287526675
NGC 4536::hst_13691_23_acs_wfc_f814w_jcnw23::hst_15654_30_acs_wfc_f814w_jdxr30,NGC 4536,102,26470186,26493840,hst_13691_23_acs_wfc_f814w_jcnw23,hst_15654_30_acs_wfc_f814w_jdxr30,HST,HST,F814W,F814W,ACS/WFC,ACS/WFC,1453.9718394600059,exact,1.0,1.4000000000000001,True,2.258142729388245
NGC 7331::hst_15166_03_wfc3_uvis_f336w_idi103::hst_16179_32_wfc3_uvis_f336w_ieb332,NGC 7331,9,26670660,62300839,hst_15166_03_wfc3_uvis_f336w_idi103,hst_16179_32_wfc3_uvis_f336w_ieb332,HST,HST,F336W,F336W,WFC3/UVIS,WFC3/UVIS,1314.168088190003,exact,1.0,1.4000000000000001,True,2.2559490631206898
MESSIER 061::hst_14779_70_wfc3_uvis_f275w_id7670::hst_15654_26_wfc3_uvis_f275w_idxr26,MESSIER 061,15,26660112,26698369,hst_14779_70_wfc3_uvis_f275w_id7670,hst_15654_26_wfc3_uvis_f275w_idxr26,HST,HST,F275W,F275W,WFC3/UVIS,WFC3/UVIS,1125.5455660999942,exact,1.0,1.4000000000000001,True,2.2525874381299156
NGC 4388::hst_skycell-p1636x18y05_acs_wfc_f814w_all::hst_10438_04_acs_wfc_f814w_j96l04,NGC 4388,115,90441044,26425123,hst_skycell-p1636x18y05_acs_wfc_f814w_all,hst_10438_04_acs_wfc_f814w_j96l04,HST,HST,F814W,F814W,ACS/WFC,ACS/WFC,1063.0341490700011,exact,1.0,1.4000000000000001,True,2.2513477783206337
NGC 1964::hst_16234_75_wfc3_ir_g141_ieel75ch::hst_17000_05_wfc3_ir_g141_iev205fl,NGC 1964,129,71583913,112511016,hst_16234_75_wfc3_ir_g141_ieel75ch,hst_17000_05_wfc3_ir_g141_iev205fl,HST,HST,G141,G141,WFC3/IR,WFC3/IR,643.3313464599996,exact,1.0,1.4000000000000001,True,2.24045546300558
