candidate_id,galaxy_name,obsid,obs_id,obs_collection,instrument_name,filter_name,filter_central_um,t_min,t_max,stage,native_flux,native_err,flux_jy,err_jy,snr,pixel_scale_arcsec,radius_pix,x_pix,y_pix,product_path,status,error
NGC_5861_hst_15145_74_wfc3_ir_f160w_idgg74_hst_16250_14_wfc3_ir_f160w_iebs14_0023,NGC 5861,26103377,idgg7g010,HST,WFC3/UVIS,F350LP,0.35,58229.15887554398,58229.17541496528,window,319.6822988350171,0.17028683816913917,1.9084214150195758e-05,1.0165687929617728e-08,1877.3165458477147,0.03962000086903568,5.3999999999999995,756.741026097383,756.5399464152281,/home/primary/SUPERNOVA/data/cache/mast_products/HST/idgg7g010/idgg7g010_drc.fits,MEASURED,
NGC_5861_hst_15145_74_wfc3_ir_f160w_idgg74_hst_16250_14_wfc3_ir_f160w_iebs14_0023,NGC 5861,26303425,hst_15145_7g_wfc3_uvis_f555w_idgg7g,HST,WFC3/UVIS,F555W,0.555,58229.17719742,58229.18944276,window,171.14596365020645,0.08268985097511279,2.9950713429610388e-05,1.4470805955754743e-08,2069.7336085623897,0.03962000086903494,5.3999999999999995,756.9453064218136,756.3193123716608,/home/primary/SUPERNOVA/data/cache/mast_products/HST/hst_15145_7g_wfc3_uvis_f555w_idgg7g/hst_15145_7g_wfc3_uvis_f555w_idgg7g_drc.fits,MEASURED,
NGC_5861_hst_15145_74_wfc3_ir_f160w_idgg74_hst_16250_14_wfc3_ir_f160w_iebs14_0023,NGC 5861,26667292,hst_15145_7b_wfc3_uvis_f350lp_idgg7b,HST,WFC3/UVIS,F350LP,0.35,58270.54479084,58270.56080915,window,200.4555975827447,0.13797170740500644,1.1967935951858885e-05,8.237418048204561e-09,1452.8746607035966,0.03962000086903494,5.3999999999999995,756.648518503463,756.3421576641681,/home/primary/SUPERNOVA/data/cache/mast_products/HST/hst_15145_7b_wfc3_uvis_f350lp_idgg7b/hst_15145_7b_wfc3_uvis_f350lp_idgg7b_drc.fits,MEASURED,
NGC_5861_hst_15145_74_wfc3_ir_f160w_idgg74_hst_16250_14_wfc3_ir_f160w_iebs14_0023,NGC 5861,26667294,hst_15145_7b_wfc3_ir_f160w_idgg7b,HST,WFC3/IR,F160W,1.6,58270.5628173,58270.57517767,window,66.33208035323881,0.9890156666439072,1.0178072443793111e-05,1.5175572738774383e-07,67.06878625929949,0.1282500028610217,2.5,233.21471618056518,232.98748328622713,/home/primary/SUPERNOVA/data/cache/mast_products/HST/hst_15145_7b_wfc3_ir_f160w_idgg7b/hst_15145_7b_wfc3_ir_f160w_idgg7b_drz.fits,MEASURED,
NGC_5861_hst_15145_74_wfc3_ir_f160w_idgg74_hst_16250_14_wfc3_ir_f160w_iebs14_0023,NGC 5861,26668124,hst_15145_7c_wfc3_uvis_f350lp_idgg7c,HST,WFC3/UVIS,F350LP,0.35,58328.94666719,58328.96268587,window,94.83652706317409,0.13322783743981773,5.662924340596903e-06,7.955364740217217e-09,711.8371722127074,0.03962000086903494,5.3999999999999995,756.4268403192298,756.2254740849503,/home/primary/SUPERNOVA/data/cache/mast_products/HST/hst_15145_7c_wfc3_uvis_f350lp_idgg7c/hst_15145_7c_wfc3_uvis_f350lp_idgg7c_drc.fits,MEASURED,
NGC_5861_hst_15145_74_wfc3_ir_f160w_idgg74_hst_16250_14_wfc3_ir_f160w_iebs14_0023,NGC 5861,26114103,idgg7c020,HST,WFC3/IR,F160W,1.6,58328.964694016206,58328.97705439815,window,59.84603181823103,0.8980286057036855,9.183726357477041e-06,1.3780778316294168e-07,66.64156513292397,0.12825000286102026,2.5,232.86680176842202,232.67696494858393,/home/primary/SUPERNOVA/data/cache/mast_products/HST/idgg7c020/idgg7c020_drz.fits,MEASURED,
NGC_5861_hst_15145_74_wfc3_ir_f160w_idgg74_hst_16250_14_wfc3_ir_f160w_iebs14_0023,NGC 5861,26120380,idgg7d010,HST,WFC3/UVIS,F350LP,0.35,58380.3297591088,58380.34577777778,window,49.465088916134604,0.17285708503881764,2.9540663693194463e-06,1.0323064464263083e-08,286.1617671328108,0.03962000086903552,5.3999999999999995,756.2597292335331,756.7003453349164,/home/primary/SUPERNOVA/data/cache/mast_products/HST/idgg7d010/idgg7d010_drc.fits,MEASURED,
NGC_5861_hst_15145_74_wfc3_ir_f160w_idgg74_hst_16250_14_wfc3_ir_f160w_iebs14_0023,NGC 5861,26120356,idgg7d020,HST,WFC3/IR,F160W,1.6,58380.34778556713,58380.3601462963,window,50.09282886845909,1.1013103638348418,7.687687953367604e-06,1.6901681554468867e-07,45.484752085717474,0.1282500028610199,2.5,233.341070956814,232.53953428618024,/home/primary/SUPERNOVA/data/cache/mast_products/HST/idgg7d020/idgg7d020_drz.fits,MEASURED,
NGC_5861_hst_15145_74_wfc3_ir_f160w_idgg74_hst_16250_14_wfc3_ir_f160w_iebs14_0023,NGC 5861,26312038,hst_15145_7e_wfc3_uvis_f350lp_idgg7e,HST,WFC3/UVIS,F350LP,0.35,58488.91740112,58488.93341944,window,15.245593952977273,0.1632362167280605,9.107199438143076e-07,9.75117654225649e-09,93.39590354740524,0.03962000086903494,5.3999999999999995,756.5842105938121,756.4744100374255,/home/primary/SUPERNOVA/data/cache/mast_products/HST/hst_15145_7e_wfc3_uvis_f350lp_idgg7e/hst_15145_7e_wfc3_uvis_f350lp_idgg7e_drc.fits,MEASURED,
NGC_5861_hst_15145_74_wfc3_ir_f160w_idgg74_hst_16250_14_wfc3_ir_f160w_iebs14_0023,NGC 5861,26312022,hst_15145_7e_wfc3_ir_f160w_idgg7e,HST,WFC3/IR,F160W,1.6,58488.93542758,58488.94778795,window,14.630538913749959,0.8698060847517955,2.245731847844295e-06,1.3351191213743177e-07,16.820460525893967,0.1282500028610217,2.5,232.8273655205687,232.7249772597262,/home/primary/SUPERNOVA/data/cache/mast_products/HST/hst_15145_7e_wfc3_ir_f160w_idgg7e/hst_15145_7e_wfc3_ir_f160w_idgg7e_drz.fits,MEASURED,
NGC_5861_hst_15145_74_wfc3_ir_f160w_idgg74_hst_16250_14_wfc3_ir_f160w_iebs14_0023,NGC 5861,26667368,hst_15145_7f_wfc3_uvis_f350lp_idgg7f,HST,WFC3/UVIS,F350LP,0.35,58520.70604779,58520.7220661,window,13.170909466936976,0.13675250117832155,7.868484629271106e-07,8.169784753567547e-09,96.31201881830643,0.03962000086903494,5.3999999999999995,756.1014064820512,756.1196543904391,/home/primary/SUPERNOVA/data/cache/mast_products/HST/hst_15145_7f_wfc3_uvis_f350lp_idgg7f/hst_15145_7f_wfc3_uvis_f350lp_idgg7f_drc.fits,MEASURED,
NGC_5861_hst_15145_74_wfc3_ir_f160w_idgg74_hst_16250_14_wfc3_ir_f160w_iebs14_0023,NGC 5861,26667351,hst_15145_7f_wfc3_ir_f160w_idgg7f,HST,WFC3/IR,F160W,1.6,58520.72407425,58520.77234907,window,7.639385827900696,1.1136545764103107,1.1726777643265556e-06,1.7095064816954767e-07,6.8597444752798005,0.1282500028610217,2.5,233.31664239307992,233.41709163868222,/home/primary/SUPERNOVA/data/cache/mast_products/HST/hst_15145_7f_wfc3_ir_f160w_idgg7f/hst_15145_7f_wfc3_ir_f160w_idgg7f_drz.fits,MEASURED,
NGC_5861_hst_15145_74_wfc3_ir_f160w_idgg74_hst_16250_14_wfc3_ir_f160w_iebs14_0023,NGC 5861,71344104,hst_15686_01_wfc3_ir_g141_idys01g2,HST,WFC3/IR,G141,,58540.04294102,58540.0557062,window,0.07030407979756603,0.30423781728766375,5.680534375740171e-09,2.4582262999231575e-08,0.23108264588649713,0.1282110045249386,2.5,232.5827904473919,233.493337394719,/home/primary/SUPERNOVA/data/cache/mast_products/HST/hst_15686_01_wfc3_ir_g141_idys01g2/hst_15686_01_wfc3_ir_g141_idys01g2_flt.fits,MEASURED,
NGC_5861_hst_15145_74_wfc3_ir_f160w_idgg74_hst_16250_14_wfc3_ir_f160w_iebs14_0023,NGC 5861,26145604,idys01020,HST,WFC3/IR,F160W,1.6,58540.0560428588,58540.12796322917,window,4.932724492994467,0.9778033179793374,7.572178972398906e-07,1.5010166762932823e-07,5.044700096935754,0.12825000286102275,2.5,232.63270785636064,232.78394813532557,/home/primary/SUPERNOVA/data/cache/mast_products/HST/idys01020/idys01020_drz.fits,MEASURED,
NGC_5861_hst_15145_74_wfc3_ir_f160w_idgg74_hst_16250_14_wfc3_ir_f160w_iebs14_0023,NGC 5861,26274224,ie5417010,HST,WFC3/IR,F160W,1.6,58991.62713394676,58991.6282065625,window,-6.028560116279202,3.6120676477389595,-9.261241374989145e-07,5.548958574397748e-07,-1.6690053188934297,0.12825000286102264,2.5,232.94016373977865,232.82458434607176,/home/primary/SUPERNOVA/data/cache/mast_products/HST/ie5417010/ie5417010_drz.fits,MEASURED,
NGC_5861_hst_15145_74_wfc3_ir_f160w_idgg74_hst_16250_14_wfc3_ir_f160w_iebs14_0023,NGC 5861,26708555,hst_15889_17_wfc3_ir_f098m_ie5417,HST,WFC3/IR,F098M,0.98,58991.6289395,58991.64222321,window,-10.443864338825634,4.336873081231473,-2.0757599603863865e-06,8.619709336735887e-07,-2.4081554021082985,0.1282500028610217,2.5,233.05253519079486,233.32413941329088,/home/primary/SUPERNOVA/data/cache/mast_products/HST/hst_15889_17_wfc3_ir_f098m_ie5417/hst_15889_17_wfc3_ir_f098m_ie5417_drz.fits,MEASURED,
NGC_5861_hst_15145_74_wfc3_ir_f160w_idgg74_hst_16250_14_wfc3_ir_f160w_iebs14_0023,NGC 5861,71340437,hst_15889_17_wfc3_ir_g102_ie5417c0,HST,WFC3/IR,G102,,58991.62939098,58991.63521172,window,0.022607841057059375,0.3446138252414481,3.008733825309214e-09,4.586246294178464e-08,0.06560340706360102,0.12819805481488555,2.5,233.48493043967616,233.0769514797005,/home/primary/SUPERNOVA/data/cache/mast_products/HST/hst_15889_17_wfc3_ir_g102_ie5417c0/hst_15889_17_wfc3_ir_g102_ie5417c0_flt.fits,MEASURED,
NGC_5861_hst_15145_74_wfc3_ir_f160w_idgg74_hst_16250_14_wfc3_ir_f160w_iebs14_0023,NGC 5861,83205279,hst_skycell-p1110x08y05_wfc3_ir_f140w_coarse-all,HST,WFC3/IR,F140W,1.4,58991.64296728,58991.65519876,window,-11.84941213881487,7.44848952131057,-1.1308185101943643e-06,7.108276533057762e-07,-1.5908476617860572,0.11999999999999934,2.5,249.01513389907996,249.3556289807966,/home/primary/SUPERNOVA/data/cache/mast_products/HST/hst_skycell-p1110x08y05_wfc3_ir_f140w_coarse-all/hst_skycell-p1110x08y05_wfc3_ir_f140w_coarse-all_drz.fits,MEASURED,
NGC_5861_hst_15145_74_wfc3_ir_f160w_idgg74_hst_16250_14_wfc3_ir_f160w_iebs14_0023,NGC 5861,71340598,hst_15889_17_wfc3_ir_g141_ie5417c6,HST,WFC3/IR,G141,,58991.64347654,58991.64871876,window,-0.37882604206916426,0.5435308171370505,-3.0608954140297003e-08,4.391701733258521e-08,-0.6969725177029727,0.1281950500380962,2.5,233.26188561687007,233.69640439263722,/home/primary/SUPERNOVA/data/cache/mast_products/HST/hst_15889_17_wfc3_ir_g141_ie5417c6/hst_15889_17_wfc3_ir_g141_ie5417c6_flt.fits,MEASURED,
NGC_5861_hst_15145_74_wfc3_ir_f160w_idgg74_hst_16250_14_wfc3_ir_f160w_iebs14_0023,NGC 5861,83205271,hst_skycell-p1110x08y05_wfc3_ir_f105w_coarse-all,HST,WFC3/IR,F105W,1.05,58991.65594172,58991.65688839,window,-16.903847703427637,6.198161617655229,-1.914941324683191e-06,7.021546825878277e-07,-2.7272357105496683,0.11999999999999934,2.5,249.01513389907996,249.3556289807966,/home/primary/SUPERNOVA/data/cache/mast_products/HST/hst_skycell-p1110x08y05_wfc3_ir_f105w_coarse-all/hst_skycell-p1110x08y05_wfc3_ir_f105w_coarse-all_drz.fits,MEASURED,
NGC_5861_hst_15145_74_wfc3_ir_f160w_idgg74_hst_16250_14_wfc3_ir_f160w_iebs14_0023,NGC 5861,26274221,ie5417070,HST,WFC3/IR,F125W,1.25,58991.657631712966,58991.6585783912,window,6.237376743074442,9.418663061985699,7.361931369574355e-07,1.1116780966048538e-06,0.6622358929314368,0.1282500028610218,2.5,232.62924117226552,233.34428478954305,/home/primary/SUPERNOVA/data/cache/mast_products/HST/ie5417070/ie5417070_drz.fits,MEASURED,
NGC_5861_hst_15145_74_wfc3_ir_f160w_idgg74_hst_16250_14_wfc3_ir_f160w_iebs14_0023,NGC 5861,26718149,hst_16250_11_wfc3_ir_f160w_iebs11,HST,WFC3/IR,F160W,1.6,59254.7628125,59254.77392658,window,-0.4185143441214976,0.8779883959483948,-6.432107079834414e-08,1.3493720004857657e-07,-0.4766741178502959,0.12825,2.5,232.81288922078818,233.42241560066208,/home/primary/SUPERNOVA/data/cache/mast_products/HST/hst_16250_11_wfc3_ir_f160w_iebs11/hst_16250_11_wfc3_ir_f160w_iebs11_drz.fits,MEASURED,
NGC_5861_hst_15145_74_wfc3_ir_f160w_idgg74_hst_16250_14_wfc3_ir_f160w_iebs14_0023,NGC 5861,26718150,hst_16250_11_wfc3_ir_f110w_iebs11,HST,WFC3/IR,F110W,1.1,59254.77464139,59254.79340546,window,1.0134267285073832,1.1734603208086967,6.965336047844441e-08,8.065255477603448e-08,0.8636224936936724,0.12825,2.5,232.81288922078818,233.42241560066208,/home/primary/SUPERNOVA/data/cache/mast_products/HST/hst_16250_11_wfc3_ir_f110w_iebs11/hst_16250_11_wfc3_ir_f110w_iebs11_drz.fits,MEASURED,
NGC_5861_hst_15145_74_wfc3_ir_f160w_idgg74_hst_16250_14_wfc3_ir_f160w_iebs14_0023,NGC 5861,60660859,ieec67010,HST,WFC3/UVIS,F814W,0.814,59306.86177658565,59306.87872083333,window,0.4472829219069371,0.09588636051919314,1.461535464422765e-07,3.133169401052737e-08,4.664718939013297,0.039619999999999954,5.3999999999999995,756.53467648402,756.4523652889452,/home/primary/SUPERNOVA/data/cache/mast_products/HST/ieec67010/ieec67010_drc.fits,MEASURED,
