pair_id,galaxy_name,obs_id_1,obs_id_2,filter_1,filter_2,compatibility,baseline_days,pair_score,status,error,n_candidates,n_pass,n_review,scale_factor_post_to_pre,n_scale_sources,astrometric_residual_px,n_sources_detected,pair_stable_fraction,pair_extreme_fade_fraction,pair_is_stable,obsid_1,obsid_2,product_filename_1,product_filename_2,product_uri_1,product_uri_2,product_path_1,product_path_2,product_priority_1,product_priority_2,image_ext_1,image_ext_2
MESSIER 100::hst_11646_01_wfc3_uvis_f555w_ib2q01::hst_16500_01_wfc3_uvis_f555w_iejn01,MESSIER 100,hst_11646_01_wfc3_uvis_f555w_ib2q01,hst_16500_01_wfc3_uvis_f555w_iejn01,F555W,F555W,exact,4212.60654827,1.4000000000000001,SCANNED,,0,0,0,0.05,15.0,,1500.0,0.00988593155893536,0.7026615969581749,False,26508855.0,60942197.0,hst_11646_01_wfc3_uvis_f555w_ib2q01_drc.fits,hst_16500_01_wfc3_uvis_f555w_iejn01_drc.fits,mast:HST/product/hst_11646_01_wfc3_uvis_f555w_ib2q01_drc.fits,mast:HST/product/hst_16500_01_wfc3_uvis_f555w_iejn01_drc.fits,/home/primary/SUPERNOVA/data/cache/mast_products/HST/hst_11646_01_wfc3_uvis_f555w_ib2q01/hst_11646_01_wfc3_uvis_f555w_ib2q01_drc.fits,/home/primary/SUPERNOVA/data/cache/mast_products/HST/hst_16500_01_wfc3_uvis_f555w_iejn01/hst_16500_01_wfc3_uvis_f555w_iejn01_drc.fits,181.0,181.0,SCI,SCI
NGC 7172::hst_skycell-p0708x19y03_acs_wfc_f814w_all::hst_15444_dx_acs_wfc_f814w_jdrwdx,NGC 7172,hst_skycell-p0708x19y03_acs_wfc_f814w_all,hst_15444_dx_acs_wfc_f814w_jdrwdx,F814W,F814W,exact,5241.1353026,1.4000000000000001,SCANNED,,0,0,0,1.5259914317910608,262.0,0.3155347387335945,1500.0,0.8283227848101266,0.01819620253164557,True,83205039.0,26490605.0,hst_skycell-p0708x19y03_acs_wfc_f814w_all_drc.fits,hst_15444_dx_acs_wfc_f814w_jdrwdx_drc.fits,mast:HST/product/hst_skycell-p0708x19y03_acs_wfc_f814w_all_drc.fits,mast:HST/product/hst_15444_dx_acs_wfc_f814w_jdrwdx_drc.fits,/home/primary/SUPERNOVA/data/cache/mast_products/HST/hst_skycell-p0708x19y03_acs_wfc_f814w_all/hst_skycell-p0708x19y03_acs_wfc_f814w_all_drc.fits,/home/primary/SUPERNOVA/data/cache/mast_products/HST/hst_15444_dx_acs_wfc_f814w_jdrwdx/hst_15444_dx_acs_wfc_f814w_jdrwdx_drc.fits,181.0,181.0,SCI,SCI
NGC 4414::hst_12888_01_wfc3_uvis_f555w_ibzv01::hst_17413_31_wfc3_uvis_f555w_if8731,NGC 4414,hst_12888_01_wfc3_uvis_f555w_ibzv01,hst_17413_31_wfc3_uvis_f555w_if8731,F555W,F555W,exact,3963.153147539997,1.4000000000000001,SCANNED,,0,0,0,1.0,1.0,,26.0,0.0,0.7083333333333334,False,26579158.0,215035418.0,hst_12888_01_wfc3_uvis_f555w_ibzv01_drc.fits,hst_17413_31_wfc3_uvis_f555w_if8731_drc.fits,mast:HST/product/hst_12888_01_wfc3_uvis_f555w_ibzv01_drc.fits,mast:HST/product/hst_17413_31_wfc3_uvis_f555w_if8731_drc.fits,/home/primary/SUPERNOVA/data/cache/mast_products/HST/hst_12888_01_wfc3_uvis_f555w_ibzv01/hst_12888_01_wfc3_uvis_f555w_ibzv01_drc.fits,/home/primary/SUPERNOVA/data/cache/mast_products/HST/hst_17413_31_wfc3_uvis_f555w_if8731/hst_17413_31_wfc3_uvis_f555w_if8731_drc.fits,181.0,181.0,SCI,SCI
NGC 1097::hst_13413_01_wfc3_uvis_f657n_icc501::hst_17457_04_wfc3_uvis_f657n_if8k04,NGC 1097,hst_13413_01_wfc3_uvis_f657n_icc501,hst_17457_04_wfc3_uvis_f657n_if8k04,F657N,F657N,exact,4199.112101659994,1.4000000000000001,SCANNED,,0,0,0,1.0037847286146873,308.0,0.43884035768417257,1500.0,0.6964017991004497,0.04872563718140929,False,26602179.0,309493197.0,hst_13413_01_wfc3_uvis_f657n_icc501_drc.fits,hst_17457_04_wfc3_uvis_f657n_if8k04_drc.fits,mast:HST/product/hst_13413_01_wfc3_uvis_f657n_icc501_drc.fits,mast:HST/product/hst_17457_04_wfc3_uvis_f657n_if8k04_drc.fits,/home/primary/SUPERNOVA/data/cache/mast_products/HST/hst_13413_01_wfc3_uvis_f657n_icc501/hst_13413_01_wfc3_uvis_f657n_icc501_drc.fits,/home/primary/SUPERNOVA/data/cache/mast_products/HST/hst_17457_04_wfc3_uvis_f657n_if8k04/hst_17457_04_wfc3_uvis_f657n_if8k04_drc.fits,181.0,181.0,SCI,SCI
NGC 4414::hst_12888_01_wfc3_uvis_f555w_ibzv01::hst_17413_30_wfc3_uvis_f555w_if8730,NGC 4414,hst_12888_01_wfc3_uvis_f555w_ibzv01,hst_17413_30_wfc3_uvis_f555w_if8730,F555W,F555W,exact,3828.319923789997,1.4000000000000001,SCANNED,,0,0,0,1.0,2.0,,28.0,0.0,0.7083333333333334,False,26579158.0,201407166.0,hst_12888_01_wfc3_uvis_f555w_ibzv01_drc.fits,hst_17413_30_wfc3_uvis_f555w_if8730_drc.fits,mast:HST/product/hst_12888_01_wfc3_uvis_f555w_ibzv01_drc.fits,mast:HST/product/hst_17413_30_wfc3_uvis_f555w_if8730_drc.fits,/home/primary/SUPERNOVA/data/cache/mast_products/HST/hst_12888_01_wfc3_uvis_f555w_ibzv01/hst_12888_01_wfc3_uvis_f555w_ibzv01_drc.fits,/home/primary/SUPERNOVA/data/cache/mast_products/HST/hst_17413_30_wfc3_uvis_f555w_if8730/hst_17413_30_wfc3_uvis_f555w_if8730_drc.fits,181.0,181.0,SCI,SCI
NGC 4536::hst_11570_24_wfc3_uvis_f555w_ib1f24::hst_15654_29_wfc3_uvis_f555w_idxr29,NGC 4536,hst_11570_24_wfc3_uvis_f555w_ib1f24,hst_15654_29_wfc3_uvis_f555w_idxr29,F555W,F555W,exact,3534.4128637299946,1.4000000000000001,SCANNED,,0,0,0,0.8672698554296451,243.0,0.7952127282794085,352.0,0.8516320474777448,0.04451038575667656,False,26506213.0,26695642.0,hst_11570_24_wfc3_uvis_f555w_ib1f24_drc.fits,hst_15654_29_wfc3_uvis_f555w_idxr29_drc.fits,mast:HST/product/hst_11570_24_wfc3_uvis_f555w_ib1f24_drc.fits,mast:HST/product/hst_15654_29_wfc3_uvis_f555w_idxr29_drc.fits,/home/primary/SUPERNOVA/data/cache/mast_products/HST/hst_11570_24_wfc3_uvis_f555w_ib1f24/hst_11570_24_wfc3_uvis_f555w_ib1f24_drc.fits,/home/primary/SUPERNOVA/data/cache/mast_products/HST/hst_15654_29_wfc3_uvis_f555w_idxr29/hst_15654_29_wfc3_uvis_f555w_idxr29_drc.fits,181.0,181.0,SCI,SCI
MESSIER 099::hst_12118_04_wfc3_uvis_f814w_ibfx04::hst_15654_24_wfc3_uvis_f814w_idxr24,MESSIER 099,hst_12118_04_wfc3_uvis_f814w_ibfx04,hst_15654_24_wfc3_uvis_f814w_idxr24,F814W,F814W,exact,3558.0875048499947,1.4000000000000001,SCANNED,,0,0,0,0.8739022111579695,87.0,1.396174822605775,130.0,0.7575757575757576,0.0707070707070707,False,26571628.0,26698324.0,hst_12118_04_wfc3_uvis_f814w_ibfx04_drc.fits,hst_15654_24_wfc3_uvis_f814w_idxr24_drc.fits,mast:HST/product/hst_12118_04_wfc3_uvis_f814w_ibfx04_drc.fits,mast:HST/product/hst_15654_24_wfc3_uvis_f814w_idxr24_drc.fits,/home/primary/SUPERNOVA/data/cache/mast_products/HST/hst_12118_04_wfc3_uvis_f814w_ibfx04/hst_12118_04_wfc3_uvis_f814w_ibfx04_drc.fits,/home/primary/SUPERNOVA/data/cache/mast_products/HST/hst_15654_24_wfc3_uvis_f814w_idxr24/hst_15654_24_wfc3_uvis_f814w_idxr24_drc.fits,181.0,181.0,SCI,SCI
MESSIER 100::hst_11646_01_wfc3_uvis_f555w_ib2q01::hst_16075_01_wfc3_uvis_f555w_ie9801,MESSIER 100,hst_11646_01_wfc3_uvis_f555w_ib2q01,hst_16075_01_wfc3_uvis_f555w_ie9801,F555W,F555W,exact,3843.6295484599977,1.4000000000000001,SCANNED,,0,0,0,0.9225865395722765,377.0,0.6300569335519529,1500.0,0.7197400487408611,0.026807473598700244,False,26508855.0,26713019.0,hst_11646_01_wfc3_uvis_f555w_ib2q01_drc.fits,hst_16075_01_wfc3_uvis_f555w_ie9801_drc.fits,mast:HST/product/hst_11646_01_wfc3_uvis_f555w_ib2q01_drc.fits,mast:HST/product/hst_16075_01_wfc3_uvis_f555w_ie9801_drc.fits,/home/primary/SUPERNOVA/data/cache/mast_products/HST/hst_11646_01_wfc3_uvis_f555w_ib2q01/hst_11646_01_wfc3_uvis_f555w_ib2q01_drc.fits,/home/primary/SUPERNOVA/data/cache/mast_products/HST/hst_16075_01_wfc3_uvis_f555w_ie9801/hst_16075_01_wfc3_uvis_f555w_ie9801_drc.fits,181.0,181.0,SCI,SCI
NGC 1448::hst_12880_20_wfc3_ir_f160w_ic1320::hst_17000_06_wfc3_ir_f160w_iev206,NGC 1448,hst_12880_20_wfc3_ir_f160w_ic1320,hst_17000_06_wfc3_ir_f160w_iev206,F160W,F160W,exact,3402.4069358900015,1.4000000000000001,SCANNED,,0,0,0,1.0,0.0,1.875324403932025,15.0,0.0,1.0,False,26583618.0,116143396.0,hst_12880_20_wfc3_ir_f160w_ic1320_drz.fits,hst_17000_06_wfc3_ir_f160w_iev206_drz.fits,mast:HST/product/hst_12880_20_wfc3_ir_f160w_ic1320_drz.fits,mast:HST/product/hst_17000_06_wfc3_ir_f160w_iev206_drz.fits,/home/primary/SUPERNOVA/data/cache/mast_products/HST/hst_12880_20_wfc3_ir_f160w_ic1320/hst_12880_20_wfc3_ir_f160w_ic1320_drz.fits,/home/primary/SUPERNOVA/data/cache/mast_products/HST/hst_17000_06_wfc3_ir_f160w_iev206/hst_17000_06_wfc3_ir_f160w_iev206_drz.fits,181.0,181.0,SCI,SCI
NGC 1448::hst_12880_16_wfc3_ir_f160w_ic1316::hst_17000_06_wfc3_ir_f160w_iev206,NGC 1448,hst_12880_16_wfc3_ir_f160w_ic1316,hst_17000_06_wfc3_ir_f160w_iev206,F160W,F160W,exact,3428.9285568699997,1.4000000000000001,SCANNED,,0,0,0,1.0,1.0,,16.0,0.3333333333333333,0.6666666666666666,False,26583000.0,116143396.0,hst_12880_16_wfc3_ir_f160w_ic1316_drz.fits,hst_17000_06_wfc3_ir_f160w_iev206_drz.fits,mast:HST/product/hst_12880_16_wfc3_ir_f160w_ic1316_drz.fits,mast:HST/product/hst_17000_06_wfc3_ir_f160w_iev206_drz.fits,/home/primary/SUPERNOVA/data/cache/mast_products/HST/hst_12880_16_wfc3_ir_f160w_ic1316/hst_12880_16_wfc3_ir_f160w_ic1316_drz.fits,/home/primary/SUPERNOVA/data/cache/mast_products/HST/hst_17000_06_wfc3_ir_f160w_iev206/hst_17000_06_wfc3_ir_f160w_iev206_drz.fits,181.0,181.0,SCI,SCI
NGC 7479::hst_11575_53_acs_wfc_f814w_jb4u53::hst_15645_09_acs_wfc_f814w_jdxk09,NGC 7479,hst_11575_53_acs_wfc_f814w_jb4u53,hst_15645_09_acs_wfc_f814w_jdxk09,F814W,F814W,exact,3115.3816238699947,1.4000000000000001,SCANNED,,0,0,0,0.6260256559787966,641.0,1.7852344114473104,1500.0,0.3029045643153527,0.1933609958506224,False,26414899.0,26493734.0,hst_11575_53_acs_wfc_f814w_jb4u53_drc.fits,hst_15645_09_acs_wfc_f814w_jdxk09_drc.fits,mast:HST/product/hst_11575_53_acs_wfc_f814w_jb4u53_drc.fits,mast:HST/product/hst_15645_09_acs_wfc_f814w_jdxk09_drc.fits,/home/primary/SUPERNOVA/data/cache/mast_products/HST/hst_11575_53_acs_wfc_f814w_jb4u53/hst_11575_53_acs_wfc_f814w_jb4u53_drc.fits,/home/primary/SUPERNOVA/data/cache/mast_products/HST/hst_15645_09_acs_wfc_f814w_jdxk09/hst_15645_09_acs_wfc_f814w_jdxk09_drc.fits,181.0,181.0,SCI,SCI
NGC 7331::hst_14668_04_wfc3_uvis_f555w_id9604::hst_17506_25_wfc3_uvis_f555w_if8c25,NGC 7331,hst_14668_04_wfc3_uvis_f555w_id9604,hst_17506_25_wfc3_uvis_f555w_if8c25,F555W,F555W,exact,2643.3501688500037,1.4000000000000001,SCANNED,,0,0,0,0.05,35.0,,1500.0,0.024154589371980676,0.6022544283413849,False,26302845.0,201411183.0,hst_14668_04_wfc3_uvis_f555w_id9604_drc.fits,hst_17506_25_wfc3_uvis_f555w_if8c25_drc.fits,mast:HST/product/hst_14668_04_wfc3_uvis_f555w_id9604_drc.fits,mast:HST/product/hst_17506_25_wfc3_uvis_f555w_if8c25_drc.fits,/home/primary/SUPERNOVA/data/cache/mast_products/HST/hst_14668_04_wfc3_uvis_f555w_id9604/hst_14668_04_wfc3_uvis_f555w_id9604_drc.fits,/home/primary/SUPERNOVA/data/cache/mast_products/HST/hst_17506_25_wfc3_uvis_f555w_if8c25/hst_17506_25_wfc3_uvis_f555w_if8c25_drc.fits,181.0,181.0,SCI,SCI
NGC 3147::hst_15145_32_wfc3_uvis_f555w_idgg32::hst_17846_03_wfc3_uvis_f555w_ifgg03,NGC 3147,hst_15145_32_wfc3_uvis_f555w_idgg32,hst_17846_03_wfc3_uvis_f555w_ifgg03,F555W,F555W,exact,2744.8578700200014,1.4000000000000001,SCANNED,,0,0,0,0.05,36.0,,1500.0,0.017041053446940357,0.6003098373353989,False,26668462.0,264855758.0,hst_15145_32_wfc3_uvis_f555w_idgg32_drc.fits,hst_17846_03_wfc3_uvis_f555w_ifgg03_drc.fits,mast:HST/product/hst_15145_32_wfc3_uvis_f555w_idgg32_drc.fits,mast:HST/product/hst_17846_03_wfc3_uvis_f555w_ifgg03_drc.fits,/home/primary/SUPERNOVA/data/cache/mast_products/HST/hst_15145_32_wfc3_uvis_f555w_idgg32/hst_15145_32_wfc3_uvis_f555w_idgg32_drc.fits,/home/primary/SUPERNOVA/data/cache/mast_products/HST/hst_17846_03_wfc3_uvis_f555w_ifgg03/hst_17846_03_wfc3_uvis_f555w_ifgg03_drc.fits,181.0,181.0,SCI,SCI
NGC 3147::hst_15145_3a_wfc3_uvis_f555w_idgg3a::hst_17846_03_wfc3_uvis_f555w_ifgg03,NGC 3147,hst_15145_3a_wfc3_uvis_f555w_idgg3a,hst_17846_03_wfc3_uvis_f555w_ifgg03,F555W,F555W,exact,2607.6724735800017,1.4000000000000001,SCANNED,,0,0,0,0.05,42.0,,1500.0,0.015455950540958269,0.598145285935085,False,26668583.0,264855758.0,hst_15145_3a_wfc3_uvis_f555w_idgg3a_drc.fits,hst_17846_03_wfc3_uvis_f555w_ifgg03_drc.fits,mast:HST/product/hst_15145_3a_wfc3_uvis_f555w_idgg3a_drc.fits,mast:HST/product/hst_17846_03_wfc3_uvis_f555w_ifgg03_drc.fits,/home/primary/SUPERNOVA/data/cache/mast_products/HST/hst_15145_3a_wfc3_uvis_f555w_idgg3a/hst_15145_3a_wfc3_uvis_f555w_idgg3a_drc.fits,/home/primary/SUPERNOVA/data/cache/mast_products/HST/hst_17846_03_wfc3_uvis_f555w_ifgg03/hst_17846_03_wfc3_uvis_f555w_ifgg03_drc.fits,181.0,181.0,SCI,SCI
NGC 1365::hst_12880_90_wfc3_uvis_f555w_ic1390::hst_15654_09_wfc3_uvis_f555w_idxr09,NGC 1365,hst_12880_90_wfc3_uvis_f555w_ic1390,hst_15654_09_wfc3_uvis_f555w_idxr09,F555W,F555W,exact,2174.86653336,1.4000000000000001,SCANNED,,0,0,0,0.9188906247266719,227.0,0.4361723981249671,1500.0,0.14266304347826086,0.795516304347826,False,26583060.0,26689625.0,hst_12880_90_wfc3_uvis_f555w_ic1390_drc.fits,hst_15654_09_wfc3_uvis_f555w_idxr09_drc.fits,mast:HST/product/hst_12880_90_wfc3_uvis_f555w_ic1390_drc.fits,mast:HST/product/hst_15654_09_wfc3_uvis_f555w_idxr09_drc.fits,/home/primary/SUPERNOVA/data/cache/mast_products/HST/hst_12880_90_wfc3_uvis_f555w_ic1390/hst_12880_90_wfc3_uvis_f555w_ic1390_drc.fits,/home/primary/SUPERNOVA/data/cache/mast_products/HST/hst_15654_09_wfc3_uvis_f555w_idxr09/hst_15654_09_wfc3_uvis_f555w_idxr09_drc.fits,181.0,181.0,SCI,SCI
NGC 4536::hst_13691_23_acs_wfc_f814w_jcnw23::hst_15654_30_acs_wfc_f814w_jdxr30,NGC 4536,hst_13691_23_acs_wfc_f814w_jcnw23,hst_15654_30_acs_wfc_f814w_jdxr30,F814W,F814W,exact,1453.9718394600059,1.4000000000000001,SCANNED,,0,0,0,0.813147885549781,369.0,1.7159827806599153,878.0,0.43323863636363635,0.07670454545454546,False,26470186.0,26493840.0,hst_13691_23_acs_wfc_f814w_jcnw23_drc.fits,hst_15654_30_acs_wfc_f814w_jdxr30_drc.fits,mast:HST/product/hst_13691_23_acs_wfc_f814w_jcnw23_drc.fits,mast:HST/product/hst_15654_30_acs_wfc_f814w_jdxr30_drc.fits,/home/primary/SUPERNOVA/data/cache/mast_products/HST/hst_13691_23_acs_wfc_f814w_jcnw23/hst_13691_23_acs_wfc_f814w_jcnw23_drc.fits,/home/primary/SUPERNOVA/data/cache/mast_products/HST/hst_15654_30_acs_wfc_f814w_jdxr30/hst_15654_30_acs_wfc_f814w_jdxr30_drc.fits,181.0,181.0,SCI,SCI
NGC 1365::hst_skycell-p0570x07y02_acs_wfc_f814w_all::hst_15645_41_acs_wfc_f814w_jdxk41,NGC 1365,hst_skycell-p0570x07y02_acs_wfc_f814w_all,hst_15645_41_acs_wfc_f814w_jdxk41,F814W,F814W,exact,1658.6571098599961,1.4000000000000001,SCANNED,,0,0,0,1.5126361335626712,457.0,0.23653384922596699,1500.0,0.9026275115919629,0.0077279752704791345,True,87526794.0,26493146.0,hst_skycell-p0570x07y02_acs_wfc_f814w_all_drc.fits,hst_15645_41_acs_wfc_f814w_jdxk41_drc.fits,mast:HST/product/hst_skycell-p0570x07y02_acs_wfc_f814w_all_drc.fits,mast:HST/product/hst_15645_41_acs_wfc_f814w_jdxk41_drc.fits,/home/primary/SUPERNOVA/data/cache/mast_products/HST/hst_skycell-p0570x07y02_acs_wfc_f814w_all/hst_skycell-p0570x07y02_acs_wfc_f814w_all_drc.fits,/home/primary/SUPERNOVA/data/cache/mast_products/HST/hst_15645_41_acs_wfc_f814w_jdxk41/hst_15645_41_acs_wfc_f814w_jdxk41_drc.fits,181.0,181.0,SCI,SCI
NGC 7331::hst_15166_03_wfc3_uvis_f336w_idi103::hst_16179_32_wfc3_uvis_f336w_ieb332,NGC 7331,hst_15166_03_wfc3_uvis_f336w_idi103,hst_16179_32_wfc3_uvis_f336w_ieb332,F336W,F336W,exact,1314.168088190003,1.4000000000000001,SCANNED,,0,0,0,0.9356173449084617,550.0,0.7856471826444082,1500.0,0.4460580912863071,0.32088520055325037,False,26670660.0,62300839.0,hst_15166_03_wfc3_uvis_f336w_idi103_drc.fits,hst_16179_32_wfc3_uvis_f336w_ieb332_drc.fits,mast:HST/product/hst_15166_03_wfc3_uvis_f336w_idi103_drc.fits,mast:HST/product/hst_16179_32_wfc3_uvis_f336w_ieb332_drc.fits,/home/primary/SUPERNOVA/data/cache/mast_products/HST/hst_15166_03_wfc3_uvis_f336w_idi103/hst_15166_03_wfc3_uvis_f336w_idi103_drc.fits,/home/primary/SUPERNOVA/data/cache/mast_products/HST/hst_16179_32_wfc3_uvis_f336w_ieb332/hst_16179_32_wfc3_uvis_f336w_ieb332_drc.fits,181.0,181.0,SCI,SCI
NGC 1964::hst_16234_75_wfc3_ir_g141_ieel75ch::hst_17000_05_wfc3_ir_g141_iev205fl,NGC 1964,hst_16234_75_wfc3_ir_g141_ieel75ch,hst_17000_05_wfc3_ir_g141_iev205fl,G141,G141,exact,643.3313464599996,1.4000000000000001,SCANNED,,0,0,0,1.0,0.0,,77.0,0.0,0.9868421052631579,False,71583913.0,112511016.0,hst_16234_75_wfc3_ir_g141_ieel75ch_flt.fits,hst_17000_05_wfc3_ir_g141_iev205fl_flt.fits,mast:HST/product/hst_16234_75_wfc3_ir_g141_ieel75ch_flt.fits,mast:HST/product/hst_17000_05_wfc3_ir_g141_iev205fl_flt.fits,/home/primary/SUPERNOVA/data/cache/mast_products/HST/hst_16234_75_wfc3_ir_g141_ieel75ch/hst_16234_75_wfc3_ir_g141_ieel75ch_flt.fits,/home/primary/SUPERNOVA/data/cache/mast_products/HST/hst_17000_05_wfc3_ir_g141_iev205fl/hst_17000_05_wfc3_ir_g141_iev205fl_flt.fits,131.0,131.0,SCI,SCI
NGC 1964::hst_16234_76_wfc3_ir_g141_ieel76gt::hst_17000_05_wfc3_ir_g141_iev205fl,NGC 1964,hst_16234_76_wfc3_ir_g141_ieel76gt,hst_17000_05_wfc3_ir_g141_iev205fl,G141,G141,exact,638.3004320100008,1.4000000000000001,SCANNED,,0,0,0,1.0,0.0,,71.0,0.0,0.971830985915493,False,71583922.0,112511016.0,hst_16234_76_wfc3_ir_g141_ieel76gt_flt.fits,hst_17000_05_wfc3_ir_g141_iev205fl_flt.fits,mast:HST/product/hst_16234_76_wfc3_ir_g141_ieel76gt_flt.fits,mast:HST/product/hst_17000_05_wfc3_ir_g141_iev205fl_flt.fits,/home/primary/SUPERNOVA/data/cache/mast_products/HST/hst_16234_76_wfc3_ir_g141_ieel76gt/hst_16234_76_wfc3_ir_g141_ieel76gt_flt.fits,/home/primary/SUPERNOVA/data/cache/mast_products/HST/hst_17000_05_wfc3_ir_g141_iev205fl/hst_17000_05_wfc3_ir_g141_iev205fl_flt.fits,131.0,131.0,SCI,SCI
MESSIER 061::hst_14779_70_wfc3_uvis_f275w_id7670::hst_15654_26_wfc3_uvis_f275w_idxr26,MESSIER 061,hst_14779_70_wfc3_uvis_f275w_id7670,hst_15654_26_wfc3_uvis_f275w_idxr26,F275W,F275W,exact,1125.5455660999942,1.4000000000000001,SCANNED,,0,0,0,0.9707855471620391,617.0,1.060143127796855,1500.0,0.6069651741293532,0.224591329068941,False,26660112.0,26698369.0,hst_14779_70_wfc3_uvis_f275w_id7670_drc.fits,hst_15654_26_wfc3_uvis_f275w_idxr26_drc.fits,mast:HST/product/hst_14779_70_wfc3_uvis_f275w_id7670_drc.fits,mast:HST/product/hst_15654_26_wfc3_uvis_f275w_idxr26_drc.fits,/home/primary/SUPERNOVA/data/cache/mast_products/HST/hst_14779_70_wfc3_uvis_f275w_id7670/hst_14779_70_wfc3_uvis_f275w_id7670_drc.fits,/home/primary/SUPERNOVA/data/cache/mast_products/HST/hst_15654_26_wfc3_uvis_f275w_idxr26/hst_15654_26_wfc3_uvis_f275w_idxr26_drc.fits,181.0,181.0,SCI,SCI
NGC 4388::hst_skycell-p1636x18y05_acs_wfc_f814w_all::hst_10438_04_acs_wfc_f814w_j96l04,NGC 4388,hst_skycell-p1636x18y05_acs_wfc_f814w_all,hst_10438_04_acs_wfc_f814w_j96l04,F814W,F814W,exact,1063.0341490700011,1.4000000000000001,SCANNED,,0,0,0,1.5271913136887465,679.0,0.14646309178664518,1064.0,0.9851063829787234,0.0010638297872340426,True,90441044.0,26425123.0,hst_skycell-p1636x18y05_acs_wfc_f814w_all_drc.fits,hst_10438_04_acs_wfc_f814w_j96l04_drc.fits,mast:HST/product/hst_skycell-p1636x18y05_acs_wfc_f814w_all_drc.fits,mast:HST/product/hst_10438_04_acs_wfc_f814w_j96l04_drc.fits,/home/primary/SUPERNOVA/data/cache/mast_products/HST/hst_skycell-p1636x18y05_acs_wfc_f814w_all/hst_skycell-p1636x18y05_acs_wfc_f814w_all_drc.fits,/home/primary/SUPERNOVA/data/cache/mast_products/HST/hst_10438_04_acs_wfc_f814w_j96l04/hst_10438_04_acs_wfc_f814w_j96l04_drc.fits,181.0,181.0,SCI,SCI
NGC 5427::hst_17191_13_wfc3_uvis_f555w_iex613::hst_17413_41_wfc3_uvis_f555w_if8741,NGC 5427,hst_17191_13_wfc3_uvis_f555w_iex613,hst_17413_41_wfc3_uvis_f555w_if8741,F555W,F555W,exact,536.74875703,1.4000000000000001,SCANNED,,0,0,0,0.9920540181069919,184.0,0.11145398114679553,214.0,0.9710144927536232,0.0,True,151451720.0,250801709.0,hst_17191_13_wfc3_uvis_f555w_iex613_drc.fits,hst_17413_41_wfc3_uvis_f555w_if8741_drc.fits,mast:HST/product/hst_17191_13_wfc3_uvis_f555w_iex613_drc.fits,mast:HST/product/hst_17413_41_wfc3_uvis_f555w_if8741_drc.fits,/home/primary/SUPERNOVA/data/cache/mast_products/HST/hst_17191_13_wfc3_uvis_f555w_iex613/hst_17191_13_wfc3_uvis_f555w_iex613_drc.fits,/home/primary/SUPERNOVA/data/cache/mast_products/HST/hst_17413_41_wfc3_uvis_f555w_if8741/hst_17413_41_wfc3_uvis_f555w_if8741_drc.fits,181.0,181.0,SCI,SCI
NGC 3256::hst_9300_01_acs_hrc_f330w_j8ec01::hst_9735_20_acs_hrc_f330w_j8st20,NGC 3256,hst_9300_01_acs_hrc_f330w_j8ec01,hst_9735_20_acs_hrc_f330w_j8st20,F330W,F330W,exact,432.53758962999564,1.4000000000000001,SCANNED,,0,0,0,1.0105195125566557,188.0,0.20612051928755049,860.0,0.34317343173431736,0.3837638376383764,False,26325402.0,26363128.0,hst_9300_01_acs_hrc_f330w_j8ec01_drz.fits,hst_9735_20_acs_hrc_f330w_j8st20_drz.fits,mast:HST/product/hst_9300_01_acs_hrc_f330w_j8ec01_drz.fits,mast:HST/product/hst_9735_20_acs_hrc_f330w_j8st20_drz.fits,/home/primary/SUPERNOVA/data/cache/mast_products/HST/hst_9300_01_acs_hrc_f330w_j8ec01/hst_9300_01_acs_hrc_f330w_j8ec01_drz.fits,/home/primary/SUPERNOVA/data/cache/mast_products/HST/hst_9735_20_acs_hrc_f330w_j8st20/hst_9735_20_acs_hrc_f330w_j8st20_drz.fits,181.0,181.0,SCI,SCI
NGC 5012::hst_16239_06_wfc3_uvis_f814w_ieec06::hst_16683_03_wfc3_uvis_f814w_ien603,NGC 5012,hst_16239_06_wfc3_uvis_f814w_ieec06,hst_16683_03_wfc3_uvis_f814w_ien603,F814W,F814W,exact,444.78990471,1.4000000000000001,SCANNED,,0,0,0,0.05035455363813596,16.0,,909.0,0.02944640753828033,0.6207302709069493,False,60633224.0,87461939.0,hst_16239_06_wfc3_uvis_f814w_ieec06_drc.fits,hst_16683_03_wfc3_uvis_f814w_ien603_drc.fits,mast:HST/product/hst_16239_06_wfc3_uvis_f814w_ieec06_drc.fits,mast:HST/product/hst_16683_03_wfc3_uvis_f814w_ien603_drc.fits,/home/primary/SUPERNOVA/data/cache/mast_products/HST/hst_16239_06_wfc3_uvis_f814w_ieec06/hst_16239_06_wfc3_uvis_f814w_ieec06_drc.fits,/home/primary/SUPERNOVA/data/cache/mast_products/HST/hst_16683_03_wfc3_uvis_f814w_ien603/hst_16683_03_wfc3_uvis_f814w_ien603_drc.fits,181.0,181.0,SCI,SCI
