id,x,y,sharpness,roundness1,roundness2,npix,peak,flux,mag,daofind_mag,source_id,flux_first,err_first,flux_last,err_last,fade_fraction,fade_sigma,matched_candidate_id
1476,1622.4272651121396,1314.220726889766,0.4472055332710454,0.40194296950943054,-0.06916734573197503,25,409.8759537907509,7746.4179733740275,-9.722752316260005,-6.131987674306819,1,25272.293305307052,479.0376751020704,15197.462750697796,478.1373987430424,0.39865121985164653,14.885422840687374,MESSIER_077_hst_15151_04_wfc3_uvis_f555w_idm104_hst_17502_01_wfc3_uvis_f555w_ifab01_0138
1491,1621.0866662082274,1317.7953538975107,0.4200276219192153,0.5415147152204901,0.2548845102593924,25,371.4908392509689,7972.339870933332,-9.75396451236559,-5.502259626801946,0,23435.320927427405,448.67228421365763,16304.44271506555,456.25590430582554,0.3042790936998123,11.143680464512025,MESSIER_077_hst_15151_04_wfc3_uvis_f555w_idm104_hst_17502_01_wfc3_uvis_f555w_ifab01_0138
1464,1619.7783036610717,1312.585458988431,0.5611601831084081,0.15730631263210176,-0.40400141808612794,25,401.80952668414596,7422.923390023527,-9.67643744585102,-5.937191689016207,2,23578.767954100964,504.33656437574416,16099.1572276945,529.3855794076524,0.3172180472264906,10.229695491457798,MESSIER_077_hst_15151_04_wfc3_uvis_f555w_idm104_hst_17502_01_wfc3_uvis_f555w_ifab01_0138
1878,2003.3376905758719,1399.501416382572,0.5433694246189891,0.1397143762258766,0.07737728962323866,25,53.14221121200632,569.3503852400586,-6.888449047107747,-4.6263562604000255,82,823.2419398559036,3.772644108529552,798.0459886053419,3.5195414500399016,0.030605767309391352,4.883448439154941,
1449,1621.539378486338,1308.8405335924558,0.44772358462007367,-0.03663083900878348,0.23138611616003987,25,283.74552835338494,5480.351860894101,-9.347021107132022,-5.654950470253302,4,15655.598937542354,582.9990889851531,12295.611542522374,614.8855278219949,0.2146188982244992,3.9653712081270145,MESSIER_077_hst_15151_04_wfc3_uvis_f555w_idm104_hst_17502_01_wfc3_uvis_f555w_ifab01_0138
2349,1747.4456345022488,1564.1409546919276,0.5571283646499369,-0.05142948644918133,-0.08516248539788791,25,151.94126135212053,1592.9851079726752,-8.005529289541244,-5.757099089009518,25,2170.727102873683,10.72837035614957,2129.190434500376,10.690311962494311,0.01913491028804115,2.742541587905758,
1500,1623.5362577641365,1320.0420805549136,0.3951232411435926,0.8559060883101219,0.5101500500879154,25,322.932783048753,6459.081440448979,-9.52542690113749,-5.791284322776702,3,15157.425237599738,548.0558105425822,13313.831548014363,597.9838330399805,0.12162973992523007,2.272839777101239,MESSIER_077_hst_15151_04_wfc3_uvis_f555w_idm104_hst_17502_01_wfc3_uvis_f555w_ifab01_0138
1954,1349.0647670334386,1423.4285920653028,0.6037324213162607,0.11388756833999916,0.07395232195236,25,49.77457853938736,451.38790027159416,-6.636374783422212,-4.559236386511708,104,646.5260390370198,4.352385676152725,633.618862892106,4.265294029691004,0.01996389219549244,2.1180378123377475,
1559,1347.0058689804448,1331.6517804012904,0.5700072492766899,-0.07793726995024987,0.04022861507999466,25,26.677803743539844,296.9797659826506,-6.181817151732144,-3.793898368441195,182,315.6411566492394,3.506832398600296,306.93098262242825,3.4456640062848916,0.027595178395859343,1.7716757847240967,
2526,1111.0429425856933,1611.8525356634564,0.5909192029610797,0.028776252870072662,-0.03566111718365388,25,85.28582608592404,777.1955382705933,-7.2263257468355,-5.164184760039019,60,1064.9664718100905,4.568284918669718,1053.6983034725563,4.444867263141264,0.010580772856052523,1.7678723728212986,
2680,1512.7902052820857,1678.6708087343636,0.614824712891501,0.09946229559423936,-0.008345969910165335,25,25.594247212373936,233.21549128875532,-5.919393487406264,-3.814345546299668,257,287.3727404002874,5.642857918950581,276.25184833737205,5.615589846582295,0.03869849327888519,1.3969306053144637,
1723,1568.8644172771062,1367.4951174712437,0.5319392571735085,0.2588199177715911,-0.49286410694206473,25,22.97738377361712,483.39028770635775,-6.710744800750504,-2.3466736298038047,94,526.2251104812331,33.05531709122484,471.3815835833241,30.2161586484569,0.10422065729199914,1.2246038245709232,
1863,1585.4692813545335,1396.1363306417024,0.4331077111711175,0.7616678446348916,-0.45046055036568833,25,16.666013587282915,351.9545237200079,-6.366216379054953,-2.1988974504580154,158,215.07462628573796,16.244362932049867,187.88970067403682,15.920539817178085,0.12639764197746206,1.1951953532001431,
1619,1603.3938236875902,1344.1834173377372,0.501711653983863,-0.45662740487049425,1.5056237393457992,25,80.26933255511155,1593.6990750013413,-8.006015801426631,-4.05202641720497,24,3285.5434258281125,191.61909029254588,2979.2525706862393,195.93146790581,0.09322380362836735,1.1176190011457008,
2565,1093.0280804677388,1626.9318356221002,0.573729787781139,-0.1443336657527749,-0.07458455267318917,25,30.186479254058145,273.41055544763964,-6.092038192954902,-4.072358330151205,197,316.39373567259827,7.981706255765177,304.80780757383206,8.236749376466118,0.036618702561024286,1.0101424863656625,
1184,1380.1217776017938,1241.0952740012403,0.5435663118008691,0.0014327952030212233,-0.12545223124737118,25,22.36428812342165,257.02540164389967,-6.024940116194254,-3.62537682788769,211,299.2026619531706,6.338318955877686,290.4172905783877,6.164217485920371,0.02936261100563986,0.9936533239881661,
1753,1570.9059349395482,1373.320299594821,0.5428633925293446,0.09491668334973315,0.6659089380633201,25,28.939164155609536,565.6893802068046,-6.881445064312242,-2.92166715209152,83,661.0690101037862,32.92452460647243,617.1679782696986,30.57116690138664,0.06640915118256008,0.9771188264175001,
1467,1614.1799267184736,1313.5509420371875,0.38901531278905943,0.015834279228970054,-0.25583153051388535,25,125.98880533937864,2869.0953458057575,-8.644362452411151,-3.9085950864683525,10,7342.871401231259,708.8262277070335,6365.737576829679,721.3962993672894,0.13307244142090435,0.966159120284858,MESSIER_077_hst_15151_04_wfc3_uvis_f555w_idm104_hst_17502_01_wfc3_uvis_f555w_ifab01_0138
1833,1886.9519770420382,1387.885919612099,0.638645707659163,-0.016093966689230323,-0.1343337182161095,25,45.521170615644,396.07233319414513,-6.494436266823879,-4.42599350206887,128,480.7637619391624,8.506610967738045,469.4357826852968,8.787990576360016,0.023562464875002576,0.9261885539446836,
2255,1862.2663294562453,1536.0190586422616,0.6146905077795705,0.07331320691217182,-0.05054515206429947,25,21.913498194810597,218.50079179232833,-5.84863253771022,-3.585655689324189,294,307.359509181641,10.309889382432324,294.3460830295621,9.97410237869556,0.04233942911585109,0.9071805376371248,
1865,1587.0478766075846,1397.4824610920577,0.5047100241362261,0.18042355309961744,-0.6873231552470587,25,16.961777152585075,362.1501507418086,-6.397221675770057,-1.9847181823172293,150,265.82453208240304,15.94085821459078,245.83805259094356,15.227402165995274,0.0751867381647976,0.9066193566722314,
2077,1829.7469316319466,1467.446162297099,0.5831071747136259,-0.11893271327736853,0.0023828941384600143,25,53.53468290001765,530.765165734191,-6.812256030649375,-4.616819130294823,85,673.4094937240513,39.64325927824021,628.5605695865352,37.882452410988265,0.06659978000829059,0.8179170788439339,
1644,1601.3439330715958,1348.8435121220436,0.4185737079444358,0.14436226669413807,0.5285962189056052,25,166.96276808667253,2900.317407268048,-8.65611382292134,-5.471478913177092,9,4713.870060693991,136.17385488201037,4560.4994648283755,133.13601819874927,0.032536025365755616,0.8053361596355996,
1801,1570.323741855383,1382.6855181682558,0.4751792809891879,0.452638724022088,0.9465083054463523,25,32.659374817993005,559.684692061692,-6.869858571697536,-3.595039202597838,84,691.352998103499,39.53565123882795,648.1465528961797,36.92943885673025,0.062495491197466446,0.7986347745902951,
1716,1576.0302315222539,1364.6345946120828,0.529616389537839,-0.3610375177551923,0.04052015370028913,25,31.92094944855646,629.9036726801971,-6.99818535132433,-3.0173420767912056,72,617.986447814541,31.535973634773075,584.00611730067,29.93020617136406,0.05498555936629301,0.7815526238427074,
1778,1573.586065889339,1377.3886155496016,0.5467309242693027,0.7598223939696697,0.9678811255875471,25,24.14183308948669,480.8147167811173,-6.704944380218692,-2.6411493151739402,96,537.7118345687186,42.50685972463698,494.1283232356561,39.392825175960795,0.08105365835590994,0.7520405829494615,
1931,1577.8160510957405,1412.8244777871653,0.42832371580008416,0.1796778941821863,0.18347763298566608,25,22.16044837407483,389.4431107603549,-6.476110063960313,-3.2246305787583625,134,317.5374148524321,13.100466959618824,303.78165366948997,12.912265494797229,0.043320127139457876,0.7478289692243396,
1737,1565.5358499355602,1368.90061411948,0.6310815623505063,-0.48105642699595424,-0.3996991111690921,25,17.74630224593544,397.11234343066207,-6.49728346608901,-1.4326705724874453,127,256.41252555304163,43.540873606361224,213.38349013076663,40.05239091660427,0.16781175307044038,0.7273232714193167,
1866,1592.079042839591,1398.469927735393,0.5275444096185711,0.34592751641765246,-0.37625557985508623,25,11.38882655817042,271.23112173332163,-6.083348800207233,-0.2825422204675607,199,223.2920025552047,15.82915017610991,207.2279954572424,15.427216359071556,0.07194170375175346,0.7267658121812418,
1603,1597.2564610436764,1340.6592115929584,0.6482786610540255,-0.4366204046026095,0.26139054735341377,25,30.557797253374385,645.2611879144418,-7.024338858329898,-2.4197705278472377,71,-664.7805407876367,224.92439985859383,-883.936938987058,227.1659101672063,-0.32966728830504466,0.6855491796476753,
1708,1564.0325175689386,1363.8739131923567,0.5629340211006522,-0.764750034766219,-0.7390020738913644,25,16.216496716568475,369.6143097689142,-6.419371941904357,-1.2717032027992485,145,129.62853145182748,47.0985196707353,91.58936872299569,43.94398682997569,0.2934474556087052,0.5905289599912186,
1890,1592.1589231964595,1401.8954687168389,0.658336215976736,-0.9192419181654885,-0.31867507225134606,25,14.019864992806031,285.90309901542037,-6.140547157177782,-1.7425498641267203,186,192.44100209928445,13.246751834934516,182.37583742087418,12.71243405831216,0.05230259959474459,0.5482174273214134,
1265,1575.2866449104895,1259.0727294940846,0.36794619718590466,-0.5619589353291145,-0.5945336833846121,25,9.77323364828959,236.17083066741452,-5.933065642778156,-0.12796275640796978,248,70.47992889145576,16.43360832906516,58.944128325756424,16.335906061651098,0.16367497452310587,0.49784116139548923,
1689,1565.4487368840714,1362.3416548881046,0.581530718944527,-0.4471266693442378,-0.008781056693144391,25,15.161143746539002,363.4422919413359,-6.401088656412312,-0.33362279940442263,148,87.46287834116788,42.167395523874305,58.95891497614707,39.43023669398833,0.32589784266914856,0.4937401982432445,
1736,1560.9534698449256,1369.1031711556097,0.39570780007294726,-0.7875219330434672,-1.315677763287257,25,15.311297229655867,350.46792373091307,-6.361620689250733,-1.5432540632224754,160,61.34512792513715,50.42791055535057,28.306842620776933,47.00995484166749,0.5385641276138288,0.47922305467374504,
1435,1672.478161233886,1304.8128542678955,0.49488152949833125,-0.7581236372689233,-0.3270178006385933,25,10.510869614646417,239.65229491065796,-5.948953980380471,-0.9368871738795792,237,68.72910700308933,15.429026735369222,58.373878534832556,15.283273110068304,0.15066729250230637,0.4768232826360788,
1679,1572.6285535610816,1359.7569505057818,0.436045967052136,-0.3775160860405123,0.41415487797777184,25,19.255460076910293,428.6643383919427,-6.58029338755076,-1.9693491284078761,115,213.3421265458892,28.373103428928236,194.61135352129781,27.363062914427463,0.08779687972484163,0.4751845436441271,
2440,1776.231432659715,1587.2959139417158,0.6567049657149766,0.12178704486713214,0.00918979389709407,25,31.52971738429037,315.796777056926,-6.24851923348456,-3.9056518063440904,170,435.3620033848509,11.395541246732867,427.7928764773526,11.157349874425943,0.017385823403627043,0.47460722063335053,
1335,1630.3685459744465,1278.0982803596469,0.6329791510463078,0.8276167644421255,0.6102754298252859,25,50.610738977837045,1148.948042195978,-7.650750973596717,-2.4238632585743476,44,2819.834236132813,165.95360375560176,2716.028239825192,161.72767874469096,0.03681280090065975,0.44797078473866675,
1323,1631.3805476237994,1274.1261192316215,0.35201457029831296,-0.4443077117618112,1.1907312344416667,25,34.419429139497915,809.7681149222433,-7.270901680445188,-2.159692180309297,58,1899.5838760698366,147.08422427051286,1813.3490328759226,143.95784105245707,0.045396702025251146,0.4190028304912516,
1337,1585.2876593262065,1279.2922231150555,0.42761899762730526,-0.7726198933455938,-0.5583136748785592,25,11.614096999481486,281.0436418987872,-6.121934411543425,-0.10778655250441102,193,18.108954617462928,13.14289936564461,10.787021106701445,12.809016001734385,0.4043266806633198,0.3989655742790105,
1924,1571.222069930777,1410.411274669718,0.4107216831663619,0.517803806819058,-0.1076873219214439,25,10.872063547829477,237.41184239541775,-5.938755945757768,-1.5704001061534456,243,91.58368035643059,12.266247493953422,84.99385789424491,12.206527922984245,0.07195411274736974,0.380806361084613,
1523,1562.1480910842595,1325.2943395961847,0.4678335043428692,-0.893830378135249,-0.059821049759761165,25,11.706396593297455,283.1679412609967,-6.13011020833568,-0.03135975234547494,189,8.682897030427284,35.05210200104135,-9.037890820267194,34.14255176177938,2.0408842565558376,0.3621495641690786,
1492,1628.7438596621857,1316.5727238089303,0.5128339314282825,0.5338748272841883,1.0688770777484617,25,75.40623400695583,1801.5962844688777,-8.139143693756939,-2.2932453083440976,21,4797.085197124869,712.2779307109657,4447.761064360508,700.7916470653676,0.07282008103039928,0.3495953871220819,MESSIER_077_hst_15151_04_wfc3_uvis_f555w_idm104_hst_17502_01_wfc3_uvis_f555w_ifab01_0138
1401,1660.0711203599412,1297.4807250152912,0.5094302659422479,0.4396814587585802,0.16955122038842715,25,9.960025065213859,238.2067169725256,-5.942385008977031,-0.07843184249275559,242,2.7950326986947402,68.81225036471344,-30.018962137383824,65.04145678616456,11.740111252151882,0.346554417089169,
